Accession_ID	Name	Country	Latitude	Longitude	CS_number	material	Mg25	chr5:282011
7413	Wil-2	Lithuania	54.6833	25.3167	CS78856	leaf	5343.630027	1
7415	Wu-0	GER	49.7878	9.9361	CS78858	leaf	5533.419694	0
7417	Zu-0	SUI	47.3667	8.55	CS78880	leaf	5359.047154	0
7418	Zu-1	SUI	47.3667	8.55	CS78881	leaf	4323.960672	.
7419	Db-1	GER	50.3058	8.32213	CS76471	leaf	4525.567895	1
7424	Jl-3	Czech Republic	49.2	16.6166	CS76519	leaf	4850.846688	1
7430	Nc-1	France	48.6167	6.25	CS76559	leaf	4891.99457	1
7461	H55	Czech Republic	49	15	CS76897	leaf	5097.588008	0
7516	VÃ¥r2-1	Sweden	55.58	14.334	CS78830	leaf	4517.695723	0
7517	VÃƒÂ¥r2-6	Sweden	55.58	14.334	CS78831	leaf	4175.545286	.
7520	Lp2-2	Czech Republic	49.38	16.81	CS76546	leaf	5101.309978	1
7521	Lp2-6	Czech Republic	49.38	16.81	CS77052	leaf	5230.188277	1
8214	Gy-0	France	49	2	CS78901	leaf	5199.063444	0
8222	Lis-2	Sweden	56.0328	14.775	CS77043	leaf	4926.442326	0
8227	THÃ– 03	Sweden	62.7989	17.9103	CS77367	leaf	4963.985968	0
8230	Algutsrum	Sweden	56.68	16.5	CS76657	leaf	5578.672475	1
8231	BrÃ¶1-6	Sweden	56.3	16	CS76726	leaf	5261.095279	0
8234	Gul1-2	Sweden	56.4606	15.8127	CS76896	leaf	4219.805289	0
8235	Hod	Czech Republic	48.8	17.1	CS76924	leaf	4856.239247	.
8236	HSm	Czech Republic	49.33	15.76	CS76941	leaf	4955.651812	.
8237	KÃ¤vlinge-1	Sweden	55.8	13.1	CS76964	leaf	5072.967676	0
8238	Kent	UK	51.15	0.4	CS76967	leaf	4738.98702	1
8239	PHW-3	GER	51	7	CS76976	leaf	4483.772217	.
8240	Kulturen-1	Sweden	55.705	13.196	CS76987	leaf	4167.775435	0
8241	Liarum	Sweden	55.9473	13.821	CS77038	leaf	6425.217028	0
8242	LillÃ¶-1	Sweden	56.1494	15.7884	CS77039	leaf	5190.611523	0
8243	PHW-2	Italy	43.7703	11.2547	CS77173	leaf	5455.454797	.
8244	PHW-34	France	48.6103	2.3086	CS77174	leaf	4148.124147	0
8247	San-2	Sweden	56.07	13.74	CS77233	leaf	4887.872504	0
8249	Vimmerby	Sweden	57.7	15.8	CS78845	leaf	4709.439348	0
8256	BÃ¥1-2	Sweden	56.4	12.9	CS76676	leaf	5177.797298	0
8258	BÃƒÂ¥4-1	Sweden	56.4	12.9	CS76677	leaf	5046.897531	0
8259	BÃ¥5-1	Sweden	56.4	12.9	CS76678	leaf	4915.11706	0
8264	Bla-1	Spain	41.6833	2.8	CS76451	leaf	4876.360159	0
8283	Dra3-1	Sweden	55.76	14.12	CS76811	leaf	5176.890125	0
8284	DraII-1	Czech Republic	49.4112	16.2815	CS76813	leaf	5365.665249	0
8285	DraIII-1	Czech Republic	49.4112	16.2815	CS76815	leaf	5309.470838	1
8290	En-1	GER	50	8.5	CS76841	leaf	4759.161744	0
8297	Ge-0	SUI	46.5	6.08	CS76875	leaf	4842.68193	0
8306	Hov4-1	Sweden	56.1	13.74	CS76936	leaf	4430.810727	0
8307	Hovdala-6	Sweden	56.1	13.74	CS76938	leaf	4401.371746	0
8311	In-0	Austria	47.5	11.5	CS78903	leaf	5122.877686	1
8312	Is-0	GER	50.5	7.5	CS78904	leaf	5239.508373	0
8326	Lis-1	Sweden	56.0328	14.775	CS77042	leaf	5362.885171	0
8334	Lu-1	Sweden	55.71	13.2	CS77056	leaf	5035.699789	0
8335	Lund	Sweden	55.71	13.2	CS77060	leaf	4722.723759	0
8337	Mir-0	Italy	44	12.37	CS76551	leaf	4745.706066	0
8343	Na-1	France	47.5	1.5	CS76558	leaf	4982.131031	0
8351	Ost-0	Sweden	60.25	18.37	CS77154	leaf	4969.2524	0
8357	Pla-0	Spain	41.5	2.25	CS76573	leaf	4634.462733	.
8365	Rak-2	Czech Republic	49	16	CS77201	leaf	5463.456241	1
8366	Rd-0	GER	50.5	8.5	CS76584	leaf	4811.025164	0
8369	Rev-1	Sweden	55.6942	13.4504	CS77214	leaf	5089.326607	0
8376	Sanna-2	Sweden	62.69	18	CS77234	leaf	5216.941139	0
8386	Sr:5	Sweden	58.9	11.2	CS77268	leaf	5287.889379	1
8387	St-0	Sweden	59	18	CS77270	leaf	6028.817868	0
8419	Wil-1	Lithuania	54.6833	25.3167	CS78855	leaf	5194.74845	0
8420	Kelsterbach-4	GER	50.0667	8.5333	CS76525	leaf	5842.619693	1
8422	FjÃ¤1-1	Sweden	56.06	14.29	CS76859	leaf	4521.27763	0
8426	Ull1-1	Sweden	56.06	13.97	CS78816	leaf	4444.413704	0
9057	VinslÃ¶v	Sweden	56.1	13.9167	CS78847	leaf	5182.957821	0
9058	VÃ¤stervik	Sweden	57.75	16.6333	CS78834	leaf	4394.633079	0
9298	Edi-1	UK	55.9681	-3.21833	CS76832	leaf	5007.677737	0
9312	Ullapool-8	UK	57.9	-5.1525	CS78821	leaf	4610.220386	0
9314	Gol-2	UK	57.9672	-3.96722	CS76883	leaf	5175.845169	0
9321	Ã…dal 1	Sweden	62.8622	18.336	CS76643	leaf	5174.824845	0
9323	Ã…dal 3	Sweden	62.8622	18.336	CS76644	leaf	4640.536831	0
9332	Bar 1	Sweden	62.8698	18.381	CS76688	leaf	4744.939403	0
9336	BÃ¶n 1	Sweden	62.8794	18.4473	CS76715	leaf	4596.800102	.
9339	BÃ¶t 1	Sweden	57.7133	15.0689	CS76720	leaf	4830.540277	0
9343	Dju-1	Sweden	57.3089	18.1512	CS78896	leaf	4435.678537	.
9352	DÃ¶d 2	Sweden	57.2608	16.3675	CS76797	leaf	4531.241997	0
9353	DÃ¶d 3	Sweden	57.2608	16.3675	CS76798	leaf	4452.210381	0
9363	EdJ 2	Sweden	62.9147	18.4045	CS76833	leaf	4957.173896	0
9369	EkS 2	Sweden	57.6781	14.9986	CS76837	leaf	5062.741646	0
9371	FÃƒÂ¤L 1	Sweden	63.016	18.3175	CS76852	leaf	4880.567843	1
9380	FlyA 3	Sweden	55.7488	13.3742	CS76865	leaf	5611.569446	0
9381	Fri 1	Sweden	55.8106	14.2091	CS76868	leaf	4671.876626	0
9382	Fri 2	Sweden	55.8106	14.2091	CS76869	leaf	5137.785722	1
9383	Fri 3	Sweden	55.8106	14.2091	CS76870	leaf	4533.098286	0
9386	GrÃ¶n 12	Sweden	62.806	18.1896	CS76891	leaf	4248.944595	0
9388	GrÃ¶n 14	Sweden	62.806	18.1896	CS76892	leaf	5249.601717	0
9390	Hadd-1	Sweden	57.3263	15.8979	CS78659	leaf	5046.087557	.
9391	Hadd-2	Sweden	57.3263	15.8979	CS76905	leaf	4657.684686	.
9392	Hadd-3	Sweden	57.3263	15.8979	CS76906	leaf	4784.613373	1
9394	Hag-2	Sweden	56.5804	16.4063	CS76907	leaf	4590.231913	0
9395	Hal-1	Sweden	57.5089	15.0105	CS76908	leaf	5252.99768	.
9399	Hamm-1	Sweden	55.4234	13.9905	CS76910	leaf	5936.194976	1
9402	Hel-3	Sweden	57.8765	14.8549	CS76918	leaf	4953.066477	0
9404	HolA-1 1	Sweden	55.7491	13.399	CS76926	leaf	5072.750528	0
9405	HolA-1 2	Sweden	55.7491	13.399	CS76927	leaf	5731.685932	0
9407	HolA-2 2	Sweden	55.7491	13.399	CS76928	leaf	5399.041233	0
9408	Kal 1	Sweden	56.047	13.9519	CS76959	leaf	5676.012558	0
9409	Kia 1	Sweden	56.0573	14.302	CS76968	leaf	4752.516786	0
9412	Kor 3	Sweden	57.2746	16.1494	CS76981	leaf	4867.763348	0
9413	Kor 4	Sweden	57.2746	16.1494	CS76982	leaf	5554.168665	0
9416	Kru-3	Sweden	57.7215	18.3837	CS76986	leaf	5392.971005	0
9421	Lan 1	Sweden	55.9745	14.3997	CS77009	leaf	6029.602091	1
9427	NÃƒÂ¤s 2	Sweden	62.8815	18.4055	CS77122	leaf	4690.216924	0
9433	Nyl 13	Sweden	62.9513	18.2763	CS77135	leaf	4047.58119	0
9436	Puk-1	Sweden	56.1633	14.6806	CS77194	leaf	5223.325392	0
9437	Puk-2	Sweden	56.1633	14.6806	CS77195	leaf	4932.966308	0
9442	Sim-1	Sweden	55.5678	14.3398	CS77250	leaf	3805.108196	0
9450	Spro 1	Sweden	57.2545	18.2109	CS77263	leaf	4897.031178	0
9451	Spro 2	Sweden	57.2545	18.2109	CS77264	leaf	3704.088675	0
9452	Spro 3	Sweden	57.2545	18.2109	CS77265	leaf	4823.674142	0
9453	Stenk-2	Sweden	57.8009	18.5162	CS77274	leaf	4686.545113	.
9454	Stenk-3	Sweden	57.8009	18.5162	CS77275	leaf	4498.756879	0
9455	Stenk-4	Sweden	57.8009	18.5162	CS77276	leaf	4566.992355	0
9470	Tur-4	Sweden	57.6511	14.8043	CS77399	leaf	5227.436188	1
9476	VÃ¥rA 1	Sweden	55.5796	14.3336	CS78832	leaf	3634.430682	0
9481	Yst-1	Sweden	55.4242	13.8484	CS78869	leaf	5063.848091	0
9503	11C1	UK	55.8877	-3.21072	CS76640	leaf	4947.191311	0
9506	Alo-0	POR	40.11	-7.47	CS76662	leaf	4224.357235	0
9507	Coa-0	POR	38.45	-7.5	CS76775	leaf	3797.257631	0
9508	Mos-1	POR	40.04	-7.11	CS77108	leaf	4220.808098	.
9509	Reg-0	POR	39.29	-7.4	CS77207	leaf	4880.963162	1
9510	Rei-0	POR	38.75	-7.59	CS77208	leaf	3958.873363	0
9511	Vav-0	POR	38.53	-8.02	CS78835	leaf	3985.556537	0
9512	Vid-1	POR	38.22	-7.84	CS78842	leaf	4026.346235	0
9513	Adc-5	Spain	38.77	-4.07	CS76646	leaf	4375.064362	0
9514	Adm-0	Spain	39.15	-4.54	CS76647	leaf	4133.192167	0
9515	Ala-0	Spain	39.72	-6.89	CS76650	leaf	3644.808362	0
9517	All-0	Spain	42.19	-7.8	CS76659	leaf	4589.880729	0
9518	Alm-0	Spain	39.88	-0.36	CS76660	leaf	4501.006102	0
9519	Ang-0A	Spain	41.94	2.64	CS78886	leaf	4431.916781	0
9520	Ara-4	Spain	41.7	-3.68	CS76670	leaf	5304.723405	1
9521	Bar-1	Spain	41.43	2.13	CS76689	leaf	4958.724838	0
9523	Ben-0	Spain	38.37	-2.66	CS76700	leaf	4208.824053	0
9524	Ber-0	Spain	42.52	-0.56	CS78887	leaf	4972.102088	0
9525	Bis-0	Spain	42.49	0.54	CS76711	leaf	5356.817884	0
9526	Cab-3	Spain	41.54	2.39	CS76738	leaf	4778.323698	0
9527	Cad-0	Spain	40.37	-5.74	CS76739	leaf	4450.450085	0
9528	Cal-0B	Spain	40.94	-1.37	CS78890	leaf	4153.670585	0
9529	Cap-1	Spain	36.97	-3.36	CS76741	leaf	4128.570073	0
9530	Car-1	Spain	38.25	-4.32	CS76742	leaf	4123.237838	0
9531	Cdc-3	Spain	41.21	-4.54	CS76761	leaf	4832.643155	0
9532	Cdo-0	Spain	42.23	-4.64	CS76762	leaf	4576.67748	0
9533	Cem-0	Spain	41.15	-4.32	CS76763	leaf	5286.083297	0
9534	Cmo-3	Spain	40.05	-4.65	CS76774	leaf	4580.416331	1
9535	Coc-1	Spain	42.31	3.19	CS76776	leaf	4922.98263	0
9536	Cor-0	Spain	40.83	-2	CS76782	leaf	4439.232377	0
9537	Cum-1	Spain	38.07	-6.66	CS76787	leaf	4504.00267	0
9539	Deh-1	Spain	40.29	-6.67	CS76793	leaf	4393.937201	1
9540	Elb-0	Spain	41.81	2.34	CS76838	leaf	4791.211362	0
9541	Fue-2	Spain	38.26	-5.42	CS76871	leaf	4589.010585	0
9542	Fun-0	Spain	40.79	-4.05	CS76872	leaf	5007.204678	0
9543	Gra-0	Spain	36.77	-5.39	CS76886	leaf	4698.634501	0
9544	Gua-1	Spain	39.4	-5.33	CS76894	leaf	4121.233047	0
9545	Her-12	Spain	39.4	-5.78	CS76920	leaf	4260.898484	0
9546	Hom-4	Spain	40.82	-1.68	CS76929	leaf	5052.019169	0
9547	Hor-0	Spain	41.67	2.62	CS76930	leaf	4014.608133	.
9548	Hoy-0	Spain	40.4	-5	CS76939	leaf	4116.75432	0
9549	Hum-2	Spain	42.23	-3.69	CS76943	leaf	4792.067154	0
9550	Iso-4	Spain	43.05	-5.37	CS76946	leaf	5080.644417	0
9551	Jim-1	Spain	42.28	-5.92	CS76955	leaf	4418.536265	0
9552	Lab-7	Spain	40.87	-4.5	CS76995	leaf	4957.771689	0
9553	Ldd-0	Spain	41.58	-4.71	CS77012	leaf	4478.305213	1
9554	Lso-0	Spain	38.86	-3.16	CS77055	leaf	4522.124547	0
9555	Mar 01	Spain	39.58	-3.93	CS77068	leaf	4768.015615	0
9556	Men-2	Spain	39.66	-4.34	CS77081	leaf	4105.216128	1
9557	Moa-0	Spain	42.46	0.7	CS77102	leaf	4980.068176	0
9558	Moc-11	Spain	41.57	-5.64	CS77103	leaf	5087.74932	0
9559	Mon-5	Spain	38.06	-4.38	CS77107	leaf	4950.606426	.
9560	Mot-0	Spain	38.19	-6.24	CS77109	leaf	4762.610175	0
9561	Mun-0	Spain	40.71	-5.04	CS77114	leaf	4450.152939	1
9562	Mur-0	Spain	41.67	2	CS77115	leaf	4799.785039	0
9564	Nog-17	Spain	40.45	-1.6	CS77129	leaf	5498.875026	0
9565	Orb-10	Spain	42.97	-1.23	CS77152	leaf	5229.264848	0
9567	Pal-0	Spain	42.34	1.3	CS77159	leaf	4998.769263	.
9568	Pan-0	Spain	42.76	-0.23	CS77160	leaf	4844.0947	0
9569	Pds-1	Spain	42.87	-6.45	CS77166	leaf	4655.413106	0
9571	Pro-0B	Spain	43.28	-6.01	CS78914	leaf	4709.45123	0
9573	Rds-0	Spain	41.86	2.99	CS77206	leaf	4112.780454	0
9574	Rel-0	Spain	38.6	-2.7	CS77209	leaf	3589.943197	0
9576	Rev-0	Spain	40.86	-4.11	CS77213	leaf	4366.940928	0
9577	Ria-0	Spain	42.34	2.17	CS77216	leaf	5116.450883	.
9578	Sac-0	Spain	42.13	-6.7	CS77229	leaf	4621.866397	0
9579	San-10	Spain	38.33	-3.51	CS77232	leaf	4348.04096	0
9581	Sdv-3	Spain	42.84	-5.12	CS77242	leaf	4632.587892	0
9582	Ses-0	Spain	41.48	-1.63	CS77244	leaf	4535.387645	0
9583	Sne-0	Spain	37.09	-3.38	CS77258	leaf	5017.5183	0
9584	Stp-0	Spain	41.19	-3.58	CS77283	leaf	5162.781659	1
9585	Svi-0	Spain	43.4	-7.39	CS77287	leaf	4498.570336	0
9586	Tam-0	Spain	41.03	-3.27	CS77340	leaf	4819.937332	0
9587	Tdc-0	Spain	41.5	-1.88	CS77344	leaf	4296.532152	0
9588	Tol-7	Spain	42.11	0.6	CS77371	leaf	4703.348097	0
9589	Tor-1	Spain	41.6	-2.83	CS77378	leaf	4329.99142	0
9590	Trs-0	Spain	43.37	-5.49	CS77387	leaf	4218.606219	0
9591	Vad-0	Spain	42.86	-3.59	CS78826	leaf	4983.411579	0
9592	Vae-2	Spain	42.1	-5.44	CS78827	leaf	4659.493148	0
9593	Vaz-0	Spain	42.26	-2.99	CS78836	leaf	4702.277379	0
9594	Vdm-0	Spain	42.04	1.01	CS78837	leaf	4003.040167	0
9595	Vdt-0	Spain	40.89	-5.5	CS78838	leaf	3890.702444	0
9596	Ver-5	Spain	41.95	-7.45	CS78841	leaf	4275.303471	0
9597	Vig-1	Spain	42.31	-2.53	CS78843	leaf	5007.252625	1
9598	Vim-0	Spain	41.88	-6.51	CS78844	leaf	4364.14342	0
9599	ViÃ±-0	Spain	42.8	-5.77	CS78846	leaf	4376.696749	0
9600	Vis-0	Spain	39.85	-6.04	CS78848	leaf	3939.615657	0
9601	Voz-0	Spain	41.85	-1.88	CS78849	leaf	4612.705578	0
9602	Vpa-1	Spain	40.5	-3.96	CS78850	leaf	4546.485014	1
9644	Zupan-1	CRO	45.07	18.72	CS78882	leaf	5167.429055	.
9645	Gradi-1	CRO	45.17	18.7	CS76887	leaf	5292.635145	1
9646	Aiell-1	Italy	39.126899	16.170188	CS76648	leaf	4612.781815	0
9647	Basen-1	Italy	40.37	16.77	CS76690	leaf	4296.174301	0
9648	Bisig-1	Italy	39.48	16.28	CS76712	leaf	4245.577212	0
9649	Bivio-1	Italy	39.13	16.17	CS76713	leaf	4822.774762	1
9651	Filet-1	Italy	40.68	14.87	CS76858	leaf	4718.560644	1
9653	Giffo-1	Italy	38.44	16.13	CS76878	leaf	4970.201059	1
9655	Marce-1	Italy	38.92	16.47	CS77071	leaf	3941.133718	1
9656	Marti-1	Italy	40.64	17.31	CS77072	leaf	4094.295957	0
9657	Melic-1	Italy	38.45	16.04	CS77078	leaf	5243.881828	1
9658	Nicas-1	Italy	38.97	16.34	CS77127	leaf	5062.736154	1
9659	Pigna-1	Italy	41.18	14.18	CS77177	leaf	4715.179383	1
9660	Sarno-1	Italy	40.84	14.57	CS77236	leaf	4852.309776	0
9661	Cimin-1	Italy	39.58	16.21	CS76771	leaf	4799.454368	1
9663	Teano-1	Italy	41.33	14.09	CS77357	leaf	4707.942947	0
9664	Mitterberg-1-179	Italy	46.36	11.28	CS78907	leaf	5274.307158	0
9665	Mitterberg-1-180	Italy	46.36	11.28	CS78908	leaf	4834.874949	0
9666	Mitterberg-1-182	Italy	46.36	11.28	CS78909	leaf	5027.793916	0
9667	Mitterberg-1-183	Italy	46.36	11.28	CS78910	leaf	4603.820286	0
9668	Mitterberg-2-184	Italy	46.37	11.28	CS77085	leaf	4805.202831	0
9669	Mitterberg-2-185	Italy	46.37	11.28	CS77086	leaf	5020.530982	0
9670	Mitterberg-2-186	Italy	46.37	11.28	CS77087	leaf	4938.096476	0
9671	Mitterberg-3-187	Italy	46.37	11.28	CS77088	leaf	5771.758484	0
9672	Mitterberg-3-188	Italy	46.37	11.28	CS77089	leaf	5259.645513	0
9673	Mitterberg-3-189	Italy	46.37	11.28	CS77090	leaf	4976.559576	0
9676	Mitterberg-4-192	Italy	46.37	11.29	CS77093	leaf	4877.23753	0
9677	Mitterberg-4-193	Italy	46.37	11.29	CS77094	leaf	5120.253006	0
9678	Mitterberg-4-194	Italy	46.37	11.29	CS77095	leaf	4813.746108	0
9679	Castelfed-1-195	Italy	46.34	11.29	CS76744	leaf	5342.668715	0
9680	Castelfed-1-196	Italy	46.34	11.29	CS76745	leaf	5390.727697	0
9681	Castelfed-1-197	Italy	46.34	11.29	CS76746	leaf	5623.830644	0
9682	Castelfed-1-198	Italy	46.34	11.29	CS76747	leaf	4983.802501	0
9683	Castelfed-1-199	Italy	46.34	11.29	CS76748	leaf	5613.047205	0
9684	Castelfed-2-200	Italy	46.34	11.29	CS76749	leaf	4891.437199	0
9685	Castelfed-2-201	Italy	46.34	11.29	CS76750	leaf	5132.243271	0
9686	Castelfed-2-202	Italy	46.34	11.29	CS76751	leaf	4634.931358	0
9687	Castelfed-2-203	Italy	46.34	11.29	CS76752	leaf	4773.787319	0
9689	Castelfed-3-205	Italy	46.34	11.29	CS76754	leaf	4943.785421	0
9690	Castelfed-3-206	Italy	46.34	11.29	CS76755	leaf	4932.201467	0
9691	Castelfed-3-207	Italy	46.34	11.29	CS76756	leaf	4768.34696	0
9692	Castelfed-3-208	Italy	46.34	11.29	CS76757	leaf	5156.186147	0
9693	Castelfed-3-209	Italy	46.34	11.29	CS76758	leaf	5408.696361	.
9694	Castelfed-4-210	Italy	46.34	11.29	CS78891	leaf	4442.322012	0
9695	Castelfed-4-211	Italy	46.34	11.29	CS78892	leaf	4894.311591	0
9696	Castelfed-4-214	Italy	46.34	11.29	CS78893	leaf	5156.256965	0
9697	Dolen-1	BUL	41.62	23.94	CS76802	leaf	4671.989472	1
9698	Goced-1	BUL	41.57	23.85	CS76882	leaf	4759.543507	0
9699	Kolar-1	BUL	41.37	23.14	CS76974	leaf	4737.887411	0
9700	Dolna-1-10	BUL	42.32	23.1	CS76803	leaf	4931.723329	0
9701	Ivano-1	BUL	43.7	25.91	CS76954	leaf	4299.168464	0
9703	Melni-1	BUL	41.53	23.39	CS77079	leaf	4745.065841	0
9704	Melni-2	BUL	41.53	23.39	CS77080	leaf	4191.191807	0
9705	Choto-1	BUL	41.5	23.33	CS76769	leaf	4815.01673	0
9706	Dospa-1	BUL	41.64	24.18	CS76807	leaf	4934.38862	0
9707	Podvi-1	BUL	41.57	24.84	CS77187	leaf	4580.119831	0
9708	Kardz-1	BUL	41.62	25.35	CS76962	leaf	4482.533915	0
9709	Zerev-1-34	BUL	41.85	23.13	CS78878	leaf	4306.975109	0
9710	Zerev-1-35	BUL	41.85	23.13	CS78879	leaf	5073.633999	1
9711	Dolna-1-39	BUL	42.32	23.1	CS76804	leaf	4644.553886	0
9712	Dolna-1-40	BUL	42.32	23.1	CS76805	leaf	4756.983157	0
9713	Stara-1	BUL	42.49	25.61	CS77271	leaf	4920.584208	0
9714	Grivo-1	BUL	41.84	25.75	CS76888	leaf	5291.163608	.
9716	Leska-1-44	BUL	41.54	24.98	CS77030	leaf	5048.997454	0
9717	Kardz-2	BUL	41.66	25.47	CS76963	leaf	5226.048304	0
9718	Smolj-1	BUL	41.55	24.75	CS77256	leaf	4876.895425	0
9719	Koren-1	BUL	41.83	25.69	CS76983	leaf	4575.458877	0
9720	Malak-1	BUL	41.77	25.68	CS77064	leaf	5048.435848	0
9721	Schip-1	BUL	42.72	25.33	CS77239	leaf	3903.693338	1
9722	Groch-1	BUL	41.71	24.41	CS76890	leaf	4834.454102	0
9723	Slavi-2	BUL	41.42	23.67	CS77252	leaf	4899.072519	1
9725	Epidauros-1	Greece	37.6	23.08	CS76844	leaf	4978.251052	0
9726	Faneronemi-3	Greece	37.07	22.04	CS76853	leaf	4682.416227	1
9727	Olympia-2	Greece	37.63	21.62	CS77144	leaf	4889.313566	0
9728	Stiav-1	Slovakia	48.46	18.9	CS77279	leaf	4892.61939	1
9729	Stiav-2	Slovakia	48.46	18.9	CS77280	leaf	5075.71808	1
9730	Bela-1	Slovakia	48.47	18.94	CS76696	leaf	5525.789053	1
9731	Stiav-3	Slovakia	48.46	18.9	CS77281	leaf	4870.70664	1
9732	Halca-1	Slovakia	48.47	18.96	CS76909	leaf	4738.857233	1
9733	Bela-2	Slovakia	48.47	18.94	CS76697	leaf	4433.608886	0
9735	Bela-4	Slovakia	48.47	18.94	CS76699	leaf	5178.074489	1
9736	Teiu-2	Romania	44.69	25.17	CS77361	leaf	4881.714098	0
9737	Ulies-1	Romania	45.95	22.62	CS78815	leaf	4389.526709	0
9738	Bran-1	Romania	45.57	25.42	CS76722	leaf	5050.951717	0
9739	Toc-1	Romania	46.01	22.33	CS77370	leaf	5244.961743	1
9741	Orast-1	Romania	45.84	23.16	CS77151	leaf	5052.777698	.
9743	Furni-1	Romania	45.14	25	CS76873	leaf	4779.644662	0
9744	Iasi-1	Romania	47.16	27.59	CS76944	leaf	4816.792828	0
9747	Zabar-1	Serbia	44.38	21.22	CS78870	leaf	5057.605092	0
9748	Zagub-1	Serbia	44.23	21.71	CS78871	leaf	4760.633293	0
9749	Knjas-1	Serbia	43.54	22.29	CS76971	leaf	4495.75977	1
9754	Sredn-1	Serbia	44.66	21.37	CS77269	leaf	5293.406268	0
9755	Vajug-1	Serbia	44.56	22.56	CS78828	leaf	5366.311182	0
9756	Staro-2	Serbia	44.3	21.08	CS77273	leaf	4965.332522	0
9757	Staro-1	Serbia	44.3	21.08	CS77272	leaf	5041.495862	1
9762	Etna-2	Italy	37.69	14.98	CS76487	leaf	4488.659764	0
9768	Ru4-16	GER	48.57	9.16	CS77225	leaf	5249.17566	0
9769	HE-1	GER	48.55	8.99	CS76916	leaf	4859.465031	0
9770	KBG2-13	GER	48.53	9.01	CS76966	leaf	5271.087477	0
9771	Pfn-N2.2-6	GER	48.56	9.11	CS77172	leaf	4386.317311	0
9772	Hof-1	GER	48.41	8.85	CS76925	leaf	4388.546797	0
9774	Alt-1	GER	48.59	9.22	CS76663	leaf	5296.7781	1
9775	Berg-1	GER	48.41	8.79	CS76701	leaf	4825.516303	0
9776	Fell3-7	GER	48.43	8.79	CS76857	leaf	4626.768723	0
9777	Gn-1	GER	48.57	9.17	CS76880	leaf	3926.43112	0
9778	Bach-7	GER	48.41	8.84	CS76679	leaf	4944.091244	1
9779	Bai-10	GER	48.5	8.78	CS76682	leaf	4223.824109	0
9780	Fell2-4	GER	48.43	8.79	CS76856	leaf	4491.414158	0
9781	Kus2-2	GER	48.52	9.11	CS76990	leaf	4961.353291	0
9782	Lu3-30	GER	48.53	9.09	CS77057	leaf	4115.064242	0
9783	Tu-PK-7	GER	48.52	9.05	CS77396	leaf	4855.344875	0
9784	Erg2-6	GER	48.5	8.8	CS76845	leaf	5183.179124	0
9785	Ha-HBT1-2	GER	48.54	9.02	CS76898	leaf	4555.775853	0
9786	Ha-P-13	GER	48.54	9.01	CS76901	leaf	4583.839064	0
9787	HI-4	GER	48.5	9	CS76922	leaf	4745.629094	0
9788	KBG1-14	GER	48.53	9.01	CS76965	leaf	5243.05238	0
9789	Obh-13	GER	48.39	8.96	CS77140	leaf	4957.447399	0
9790	Gn2-3	GER	48.58	9.18	CS76881	leaf	3809.778965	0
9791	HÃ¤s-1	GER	48.6	9.2	CS76914	leaf	4872.965302	0
9792	Lu4-2	GER	48.54	9.09	CS77058	leaf	4566.156542	0
9793	Ru-N2	GER	48.57	9.16	CS77224	leaf	4533.409098	0
9794	Tu-B1-2	GER	48.52	9.08	CS77391	leaf	5222.697454	0
9795	Wank-2	GER	48.5	9.11	CS78852	leaf	4996.915725	1
9796	Bach2-1	GER	48.41	8.84	CS76680	leaf	4371.329826	0
9797	Ha-HBT2-10	GER	48.54	9.02	CS76899	leaf	5344.93397	1
9798	Ha-P2-1	GER	48.54	9.01	CS76902	leaf	5327.305222	0
9799	Hart-2	GER	48.39	8.85	CS76913	leaf	4199.414794	0
9800	Ha-S-B	GER	48.54	9.01	CS76903	leaf	3799.548604	0
9801	Ha-SP-2	GER	48.54	9.01	CS76904	leaf	5523.601187	.
9802	Kus3-1	GER	48.51	9.11	CS76991	leaf	5142.219709	1
9803	Muh-2	GER	48.42	8.76	CS77113	leaf	4405.243791	0
9804	Obe1-15	GER	48.45	8.87	CS77139	leaf	4539.737504	0
9805	Pfn-10	GER	48.54	9.09	CS77171	leaf	4397.104357	0
9806	Ru-2	GER	48.56	9.16	CS77223	leaf	5117.125195	0
9807	Schl-7	GER	48.6	9.22	CS77240	leaf	4589.020524	0
9808	Tu-B2-3	GER	48.52	9.08	CS77392	leaf	4840.727262	1
9809	Tu-KB-6	GER	48.52	9.05	CS77393	leaf	4943.227825	.
9810	Tu-KS-7	GER	48.53	9.07	CS77394	leaf	4933.446334	0
9811	Tu-NK-12	GER	48.52	9.05	CS77395	leaf	4310.894328	0
9812	Tu-W1	GER	48.52	9.03	CS77397	leaf	4732.971523	0
9813	BI-4	GER	48.4	8.77	CS76706	leaf	4861.195	0
9814	Fell1-10	GER	48.42	8.79	CS76855	leaf	4199.490923	0
9815	Ha-HBT3-11	GER	48.54	9.02	CS76900	leaf	4766.213766	0
9816	Tu-WH	GER	48.55	9.06	CS77398	leaf	5140.710607	0
9817	Ace-0	Spain	39.84	-6.6	CS76642	leaf	4051.100385	0
9819	Amu-0	Spain	42.35	-3.03	CS76664	leaf	4561.312405	0
9820	Are-0	Spain	41	-4.71	CS76671	leaf	4508.209644	0
9821	Aru-0	Spain	41.81	2.49	CS76674	leaf	5012.645178	0
9822	Aul-0	Spain	40.52	-4.02	CS76675	leaf	4469.752822	.
9823	Bae-0	Spain	43.34	-5.84	CS76681	leaf	4667.088999	0
